"Region","Year","Age Range","Alcohol Use","Measure Type","Variable","Value"
"United States","2006-2008","18-25","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",17.29
"United States","2006-2008","18-25","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",0.36
"United States","2006-2008","18-25","Alcohol Use in the Past Month","Percent","Alcohol Use",61.38
"United States","2006-2008","18-25","Alcohol Use in the Past Month","Percent","Margins of Error",0.51
"United States","2006-2008","18-25","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",41.78
"United States","2006-2008","18-25","Binge Alcohol Use in the Past Month","Percent","Margins of Error",0.51
"United States","2006-2008","Over 17","Alcohol Dependence in the Past Year","Percent","Alcohol Use",3.65
"United States","2006-2008","Over 17","Alcohol Dependence in the Past Year","Percent","Margins of Error",0.13
"United States","2006-2008","Over 17","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",7.81
"United States","2006-2008","Over 17","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",0.18
"United States","2006-2008","Over 17","Alcohol Use in the Past Month","Percent","Alcohol Use",55.19
"United States","2006-2008","Over 17","Alcohol Use in the Past Month","Percent","Margins of Error",0.44
"United States","2006-2008","Over 17","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",24.83
"United States","2006-2008","Over 17","Binge Alcohol Use in the Past Month","Percent","Margins of Error",0.32
"United States","2006-2008","Over 25","Alcohol Dependence in the Past Year","Percent","Alcohol Use",3
"United States","2006-2008","Over 25","Alcohol Dependence in the Past Year","Percent","Margins of Error",0.14
"United States","2006-2008","Over 25","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",6.18
"United States","2006-2008","Over 25","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",0.2
"United States","2006-2008","Over 25","Alcohol Use in the Past Month","Percent","Alcohol Use",54.12
"United States","2006-2008","Over 25","Alcohol Use in the Past Month","Percent","Margins of Error",0.5
"United States","2006-2008","Over 25","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",21.91
"United States","2006-2008","Over 25","Binge Alcohol Use in the Past Month","Percent","Margins of Error",0.35
"United States","2008-2010","12-17","Alcohol Dependence in the Past Year","Percent","Alcohol Use",1.84
"United States","2008-2010","12-17","Alcohol Dependence in the Past Year","Percent","Margins of Error",0.11
"United States","2008-2010","12-17","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",4.73
"United States","2008-2010","12-17","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",0.19
"United States","2008-2010","12-17","Alcohol Use in the Past Month","Percent","Alcohol Use",14.41
"United States","2008-2010","12-17","Alcohol Use in the Past Month","Percent","Margins of Error",0.33
"United States","2008-2010","12-17","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",8.59
"United States","2008-2010","12-17","Binge Alcohol Use in the Past Month","Percent","Margins of Error",0.24
"United States","2008-2010","18-25","Alcohol Dependence in the Past Year","Percent","Alcohol Use",6.82
"United States","2008-2010","18-25","Alcohol Dependence in the Past Year","Percent","Margins of Error",0.22
"United States","2008-2010","18-25","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",16.34
"United States","2008-2010","18-25","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",0.34
"United States","2008-2010","18-25","Alcohol Use in the Past Month","Percent","Alcohol Use",61.22
"United States","2008-2010","18-25","Alcohol Use in the Past Month","Percent","Margins of Error",0.52
"United States","2008-2010","18-25","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",41.04
"United States","2008-2010","18-25","Binge Alcohol Use in the Past Month","Percent","Margins of Error",0.52
"United States","2008-2010","Over 17","Alcohol Dependence in the Past Year","Percent","Alcohol Use",3.64
"United States","2008-2010","Over 17","Alcohol Dependence in the Past Year","Percent","Margins of Error",0.13
"United States","2008-2010","Over 17","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",7.57
"United States","2008-2010","Over 17","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",0.18
"United States","2008-2010","Over 17","Alcohol Use in the Past Month","Percent","Alcohol Use",55.68
"United States","2008-2010","Over 17","Alcohol Use in the Past Month","Percent","Margins of Error",0.43
"United States","2008-2010","Over 17","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",24.97
"United States","2008-2010","Over 17","Binge Alcohol Use in the Past Month","Percent","Margins of Error",0.32
"United States","2008-2010","Over 25","Alcohol Dependence in the Past Year","Percent","Alcohol Use",3.09
"United States","2008-2010","Over 25","Alcohol Dependence in the Past Year","Percent","Margins of Error",0.14
"United States","2008-2010","Over 25","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",6.05
"United States","2008-2010","Over 25","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",0.19
"United States","2008-2010","Over 25","Alcohol Use in the Past Month","Percent","Alcohol Use",54.72
"United States","2008-2010","Over 25","Alcohol Use in the Past Month","Percent","Margins of Error",0.49
"United States","2008-2010","Over 25","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",22.19
"United States","2008-2010","Over 25","Binge Alcohol Use in the Past Month","Percent","Margins of Error",0.35
"United States","2010-2012","12-17","Alcohol Dependence in the Past Year","Percent","Alcohol Use",1.46
"United States","2010-2012","12-17","Alcohol Dependence in the Past Year","Percent","Margins of Error",0.1
"United States","2010-2012","12-17","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",3.92
"United States","2010-2012","12-17","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",0.17
"United States","2010-2012","12-17","Alcohol Use in the Past Month","Percent","Alcohol Use",13.25
"United States","2010-2012","12-17","Alcohol Use in the Past Month","Percent","Margins of Error",0.3
"United States","2010-2012","12-17","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",7.48
"United States","2010-2012","12-17","Binge Alcohol Use in the Past Month","Percent","Margins of Error",0.22
"United States","2010-2012","18-25","Alcohol Dependence in the Past Year","Percent","Alcohol Use",6.15
"United States","2010-2012","18-25","Alcohol Dependence in the Past Year","Percent","Margins of Error",0.22
"United States","2010-2012","18-25","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",14.77
"United States","2010-2012","18-25","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",0.34
"United States","2010-2012","18-25","Alcohol Use in the Past Month","Percent","Alcohol Use",60.66
"United States","2010-2012","18-25","Alcohol Use in the Past Month","Percent","Margins of Error",0.54
"United States","2010-2012","18-25","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",39.79
"United States","2010-2012","18-25","Binge Alcohol Use in the Past Month","Percent","Margins of Error",0.54
"United States","2010-2012","Over 17","Alcohol Dependence in the Past Year","Percent","Alcohol Use",3.38
"United States","2010-2012","Over 17","Alcohol Dependence in the Past Year","Percent","Margins of Error",0.11
"United States","2010-2012","Over 17","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",7.07
"United States","2010-2012","Over 17","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",0.16
"United States","2010-2012","Over 17","Alcohol Use in the Past Month","Percent","Alcohol Use",55.93
"United States","2010-2012","Over 17","Alcohol Use in the Past Month","Percent","Margins of Error",0.42
"United States","2010-2012","Over 17","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",24.46
"United States","2010-2012","Over 17","Binge Alcohol Use in the Past Month","Percent","Margins of Error",0.32
"United States","2010-2012","Over 25","Alcohol Dependence in the Past Year","Percent","Alcohol Use",2.91
"United States","2010-2012","Over 25","Alcohol Dependence in the Past Year","Percent","Margins of Error",0.13
"United States","2010-2012","Over 25","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",5.74
"United States","2010-2012","Over 25","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",0.18
"United States","2010-2012","Over 25","Alcohol Use in the Past Month","Percent","Alcohol Use",55.11
"United States","2010-2012","Over 25","Alcohol Use in the Past Month","Percent","Margins of Error",0.49
"United States","2010-2012","Over 25","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",21.81
"United States","2010-2012","Over 25","Binge Alcohol Use in the Past Month","Percent","Margins of Error",0.36
"United States","2012-2014","12-17","Alcohol Dependence in the Past Year","Percent","Alcohol Use",1.09
"United States","2012-2014","12-17","Alcohol Dependence in the Past Year","Percent","Margins of Error",0.09
"United States","2012-2014","12-17","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",2.99
"United States","2012-2014","12-17","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",0.15
"United States","2012-2014","12-17","Alcohol Use in the Past Month","Percent","Alcohol Use",12
"United States","2012-2014","12-17","Alcohol Use in the Past Month","Percent","Margins of Error",0.29
"United States","2012-2014","12-17","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",6.52
"United States","2012-2014","12-17","Binge Alcohol Use in the Past Month","Percent","Margins of Error",0.21
"United States","2012-2014","18-25","Alcohol Dependence in the Past Year","Percent","Alcohol Use",5.74
"United States","2012-2014","18-25","Alcohol Dependence in the Past Year","Percent","Margins of Error",0.21
"United States","2012-2014","18-25","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",13.2
"United States","2012-2014","18-25","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",0.33
"United States","2012-2014","18-25","Alcohol Use in the Past Month","Percent","Alcohol Use",59.8
"United States","2012-2014","18-25","Alcohol Use in the Past Month","Percent","Margins of Error",0.51
"United States","2012-2014","18-25","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",38.38
"United States","2012-2014","18-25","Binge Alcohol Use in the Past Month","Percent","Margins of Error",0.52
"United States","2012-2014","Over 17","Alcohol Dependence in the Past Year","Percent","Alcohol Use",3.35
"United States","2012-2014","Over 17","Alcohol Dependence in the Past Year","Percent","Margins of Error",0.11
"United States","2012-2014","Over 17","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",6.98
"United States","2012-2014","Over 17","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",0.16
"United States","2012-2014","Over 17","Alcohol Use in the Past Month","Percent","Alcohol Use",56.54
"United States","2012-2014","Over 17","Alcohol Use in the Past Month","Percent","Margins of Error",0.4
"United States","2012-2014","Over 17","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",24.66
"United States","2012-2014","Over 17","Binge Alcohol Use in the Past Month","Percent","Margins of Error",0.31
"United States","2012-2014","Over 25","Alcohol Dependence in the Past Year","Percent","Alcohol Use",2.94
"United States","2012-2014","Over 25","Alcohol Dependence in the Past Year","Percent","Margins of Error",0.12
"United States","2012-2014","Over 25","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",5.92
"United States","2012-2014","Over 25","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",0.17
"United States","2012-2014","Over 25","Alcohol Use in the Past Month","Percent","Alcohol Use",55.98
"United States","2012-2014","Over 25","Alcohol Use in the Past Month","Percent","Margins of Error",0.45
"United States","2012-2014","Over 25","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",22.31
"United States","2012-2014","Over 25","Binge Alcohol Use in the Past Month","Percent","Margins of Error",0.34
"United States","2014-2016","12-17","Alcohol Dependence in the Past Year","Percent","Alcohol Use",-6666
"United States","2014-2016","12-17","Alcohol Dependence in the Past Year","Percent","Margins of Error",-6666
"United States","2014-2016","12-17","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",2.4
"United States","2014-2016","12-17","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",0.15
"United States","2014-2016","12-17","Alcohol Use in the Past Month","Percent","Alcohol Use",10.12
"United States","2014-2016","12-17","Alcohol Use in the Past Month","Percent","Margins of Error",0.3
"United States","2014-2016","12-17","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",-6666
"United States","2014-2016","12-17","Binge Alcohol Use in the Past Month","Percent","Margins of Error",-6666
"United States","2014-2016","18-25","Alcohol Dependence in the Past Year","Percent","Alcohol Use",-6666
"United States","2014-2016","18-25","Alcohol Dependence in the Past Year","Percent","Margins of Error",-6666
"United States","2014-2016","18-25","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",11.29
"United States","2014-2016","18-25","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",0.33
"United States","2014-2016","18-25","Alcohol Use in the Past Month","Percent","Alcohol Use",58.36
"United States","2014-2016","18-25","Alcohol Use in the Past Month","Percent","Margins of Error",0.55
"United States","2014-2016","18-25","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",-6666
"United States","2014-2016","18-25","Binge Alcohol Use in the Past Month","Percent","Margins of Error",-6666
"United States","2014-2016","Over 17","Alcohol Dependence in the Past Year","Percent","Alcohol Use",-6666
"United States","2014-2016","Over 17","Alcohol Dependence in the Past Year","Percent","Margins of Error",-6666
"United States","2014-2016","Over 17","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",6.32
"United States","2014-2016","Over 17","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",0.14
"United States","2014-2016","Over 17","Alcohol Use in the Past Month","Percent","Alcohol Use",55.96
"United States","2014-2016","Over 17","Alcohol Use in the Past Month","Percent","Margins of Error",0.34
"United States","2014-2016","Over 17","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",-6666
"United States","2014-2016","Over 17","Binge Alcohol Use in the Past Month","Percent","Margins of Error",-6666
"United States","2014-2016","Over 25","Alcohol Dependence in the Past Year","Percent","Alcohol Use",-6666
"United States","2014-2016","Over 25","Alcohol Dependence in the Past Year","Percent","Margins of Error",-6666
"United States","2014-2016","Over 25","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",5.49
"United States","2014-2016","Over 25","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",0.15
"United States","2014-2016","Over 25","Alcohol Use in the Past Month","Percent","Alcohol Use",55.56
"United States","2014-2016","Over 25","Alcohol Use in the Past Month","Percent","Margins of Error",0.38
"United States","2014-2016","Over 25","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",-6666
"United States","2014-2016","Over 25","Binge Alcohol Use in the Past Month","Percent","Margins of Error",-6666
